Product URL,Name,Rating,Number of Ratings,Number of Reviews,Compressor Type,Built-in Stabilizer,Warranty,Price (₹),Original Price (₹),Discount (%)
https://www.flipkart.com/whirlpool-184-l-direct-cool-single-door-2-star-refrigerator/p/itmb1006236b3a37?pid=RFRGFNE2HZ2ZBYGH&lid=LSTRFRGFNE2HZ2ZBYGHTYYN4N&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_933&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGFNE2HZ2ZBYGH.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.1,74,7,Normal Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool,13619,17650,22 
https://www.flipkart.com/godrej-185-l-direct-cool-single-door-5-star-refrigerator/p/itmd89fcdba23b91?pid=RFRGHYGFPP3HQFSV&lid=LSTRFRGHYGFPP3HQFSVO5BPUA&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_934&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGHYGFPP3HQFSV.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 185 L Direct Cool Single Door 5 Star Refrigerator,N/A,N/A,N/A,advanced inverter compressor technology,Yes,1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej,19494,25090,22 
https://www.flipkart.com/godrej-180-l-direct-cool-single-door-3-star-refrigerator/p/itm0a620e1b1e93f?pid=RFRGRFXS9HX5QEJX&lid=LSTRFRGRFXS9HX5QEJXM3Y5NZ&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_935&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGRFXS9HX5QEJX.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 180 L Direct Cool Single Door 3 Star Refrigerator,3.3,8,0,10 Years Compressor ; 1 Year Comprehensive,Yes,10 Years Compressor ; 1 Year Comprehensive,14490,21090,31 
https://www.flipkart.com/samsung-653-l-frost-free-side-3-star-refrigerator/p/itmba07040e23cc6?pid=RFRGMMGGGTEJXBKC&lid=LSTRFRGMMGGGTEJXBKCBFQHGO&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_936&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGMMGGGTEJXBKC.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 653 L Frost Free Side by Side 3 Star Refrigerator,N/A,N/A,N/A,Digital Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,94900,130000,27 
https://www.flipkart.com/panasonic-197-l-direct-cool-single-door-2-star-refrigerator/p/itmb1c4f91d9322c?pid=RFRGFSYBG87FHH57&lid=LSTRFRGFSYBG87FHH57IOT1FG&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_937&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGFSYBG87FHH57.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Panasonic 197 L Direct Cool Single Door 2 Star Refrigerator,N/A,N/A,N/A,1 Year on Product and 10 Years on Compressor,Yes,1 Year on Product and 10 Years on Compressor,15910,16900,5 
https://www.flipkart.com/godrej-185-l-direct-cool-single-door-5-star-refrigerator-base-drawer/p/itm1e061e9a42faf?pid=RFRGWYNDHZZQEN8A&lid=LSTRFRGWYNDHZZQEN8ARAU8VK&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_938&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGWYNDHZZQEN8A.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,N/A,N/A,N/A,N/A,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,19989,25290,20 
https://www.flipkart.com/samsung-224-l-frost-free-double-door-2-star-refrigerator-base-drawer/p/itm584117216596e?pid=RFRGNHK6CGF6BFZN&lid=LSTRFRGNHK6CGF6BFZNWYAIWR&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_939&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGNHK6CGF6BFZN.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 224 L Frost Free Double Door 2 Star Refrigerator with Base Drawer,4.3,7,1,Digital Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,31800,41990,24 
https://www.flipkart.com/lg-185-l-direct-cool-single-door-3-star-refrigerator/p/itm22a5d37206ed3?pid=RFRGG5JTBZYUZ9FE&lid=LSTRFRGG5JTBZYUZ9FEKAH1GF&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_940&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGG5JTBZYUZ9FE.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,LG 185 L Direct Cool Single Door 3 Star Refrigerator,4.4,17,2,Smart Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor From LG,17999,20699,13 
https://www.flipkart.com/godrej-253-l-frost-free-double-door-top-mount-2-star-refrigerator/p/itma01590303c05f?pid=RFRGH8XVFGH3GZUD&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_941&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGH8XVFGH3GZUD.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 253 L Frost Free Double Door Top Mount 2 Star Refrigerator,5,4,1,N/A,N/A,1 Year on Product,N/A,N/A,N/A
https://www.flipkart.com/samsung-183-l-direct-cool-single-door-4-star-refrigerator/p/itma17495df8953a?pid=RFRGNHK6GDTQJPQA&lid=LSTRFRGNHK6GDTQJPQAQOPVR2&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_942&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGNHK6GDTQJPQA.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator,4.6,17,4,Digital Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,17200,21999,21 
https://www.flipkart.com/kelvinator-93-l-direct-cool-single-door-1-star-refrigerator/p/itmdef249d75523a?pid=RFRGGP5RJJWFFF8U&lid=LSTRFRGGP5RJJWFFF8UCVWPJN&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_943&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGGP5RJJWFFF8U.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Kelvinator 93 L Direct Cool Single Door 1 Star Refrigerator,4.2,249,17,N/A,N/A,1 Year on Product,14000,15441,9 
https://www.flipkart.com/haier-192-l-direct-cool-single-door-3-star-refrigerator-base-drawer/p/itm15da8cb599c7b?pid=RFRFP77CD7N6GEQG&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_944&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRFP77CD7N6GEQG.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Haier 192 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,4.3,16,1,Normal Compressor,Yes,1 Year Warranty on Product and 10 Years on Compressor from Haier,N/A,N/A,N/A
https://www.flipkart.com/samsung-192-l-direct-cool-single-door-3-star-refrigerator/p/itm90f9d124c0888?pid=RFRFZFFWU2JZUCTA&lid=LSTRFRFZFFWU2JZUCTARMCYJU&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_945&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRFZFFWU2JZUCTA.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 192 L Direct Cool Single Door 3 Star Refrigerator,4.4,13380,1112,Digital Inverter Compressor,Yes,"1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",15090,17990,16 
https://www.flipkart.com/samsung-256-l-frost-free-double-door-2-star-convertible-refrigerator-digital-inverter-display/p/itmf34634379227e?pid=RFRGHJPXSS8PX5N2&lid=LSTRFRGHJPXSS8PX5N2O6HIHC&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_946&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGHJPXSS8PX5N2.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 256 L Frost Free Double Door 2 Star Convertible Refrigerator  with Digital Inverter and Displa...,4.3,20152,1447,Digital Inverter Compressor,Yes,"1 year comprehensive warranty on the product, 20 years on compressor by the brand.",28690,38990,26 
https://www.flipkart.com/haier-598-l-frost-free-side-convertible-refrigerator-83-fridge-spacedigital-control-panel360-degree-coolingmagic-zoneexpert-inverter-3-door/p/itm5f4fb5e82faf0?pid=RFRGGSH5MJQPHRVY&lid=LSTRFRGGSH5MJQPHRVYKPPA0V&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_947&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGGSH5MJQPHRVY.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Haier 598 L Frost Free Side by Side Convertible Refrigerator  with 83% Convertible Fridge SpaceDigital...,4.6,31,1,Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,84990,134790,36 
https://www.flipkart.com/bosch-332-l-frost-free-triple-door-convertible-refrigerator/p/itm3147dcf082ec5?pid=RFRGAXGFFU97SYYH&lid=LSTRFRGAXGFFU97SYYHE868UG&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_948&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGAXGFFU97SYYH.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,BOSCH 332 L Frost Free Triple Door Convertible Refrigerator,4.2,25,4,1 Year on Product and 10 Years on Compressor from the Date of Purchase,Yes,1 Year on Product and 10 Years on Compressor from the Date of Purchase,36690,58190,36 
https://www.flipkart.com/godrej-192-l-direct-cool-single-door-3-star-refrigerator/p/itmbcf0b619d0021?pid=RFRGQ2C2ZZWZHFUD&lid=LSTRFRGQ2C2ZZWZHFUDYCJ20J&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_949&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGQ2C2ZZWZHFUD.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 192 L Direct Cool Single Door 3 Star Refrigerator,N/A,N/A,N/A,N/A,Yes,10 Years Compressor Warranty; 1 Year Comprehensive Warranty.,16594,21490,22 
https://www.flipkart.com/lloyd-280-l-frost-free-double-door-2-star-refrigerator/p/itm7d88c3e6d9123?pid=RFRGPW9S8EHE72Z2&lid=LSTRFRGPW9S8EHE72Z2IZ5RXQ&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_950&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGPW9S8EHE72Z2.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Lloyd 280 L Frost Free Double Door 2 Star Refrigerator,N/A,N/A,N/A,Inverter Compressor,Yes,1 Year Warranty on Product and Additional 9 Years Warranty on Compressor,31090,44990,30 
https://www.flipkart.com/lg-205-l-direct-cool-single-door-4-star-refrigerator-smart-inverter-compressor-humidity-controller-moist-n-fresh/p/itma1d3ec71f0cac?pid=RFRGHTKCH7HNMRWE&lid=LSTRFRGHTKCH7HNMRWEMM5RUE&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_39_951&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=28c64699-5973-46fb-9308-66c9b3ab4d1e.RFRGHTKCH7HNMRWE.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,"LG 205 L Direct Cool Single Door 4 Star Refrigerator  with Smart Inverter Compressor, Humidity Control...",4.5,77,5,Smart Inverter Compressor,Yes,2 Years Warranty on Product and 10 Years Warranty on Compressor From LG,17990,23999,25 
https://www.flipkart.com/lg-242-l-frost-free-double-door-top-mount-2-star-refrigerator/p/itm4d6c39fe750f1?pid=RFRG4VMHQQDYZZWK&lid=LSTRFRG4VMHQQDYZZWKQXODIU&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_953&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRG4VMHQQDYZZWK.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,LG 242 L Frost Free Double Door Top Mount 2 Star Refrigerator,4.7,7,1,Smart Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years on Compressor from LG,27751,31990,13 
https://www.flipkart.com/lg-260-l-direct-cool-double-door-2-star-refrigerator/p/itm6d6bd27d16198?pid=RFRGFWVADHZFTNSK&lid=LSTRFRGFWVADHZFTNSKIJRM8F&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_954&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRGFWVADHZFTNSK.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,LG 260 L Direct Cool Double Door 2 Star Refrigerator,4.3,66,5,Smart Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years on Compressor From LG,29789,35699,16 
https://www.flipkart.com/lg-437-l-frost-free-double-door-2-star-convertible-refrigerator/p/itm72bfdab65d274?pid=RFRFWGASTPXS9DMW&lid=LSTRFRFWGASTPXS9DMWTSPH51&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_955&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRFWGASTPXS9DMW.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,LG 437 L Frost Free Double Door 2 Star Convertible Refrigerator,4.4,79,4,1 Year on Product and 10 Years on Compressor From LG,Yes,1 Year on Product and 10 Years on Compressor From LG,49990,58490,14 
https://www.flipkart.com/whirlpool-184-l-direct-cool-single-door-3-star-refrigerator-base-drawer/p/itm1b3e0876b7f18?pid=RFRGHRHHGD7DKNGU&lid=LSTRFRGHRHHGD7DKNGUXOFNID&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_956&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRGHRHHGD7DKNGU.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 184 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,4.3,103,7,1 Year on Product and 10 Years on Compressor From Whirlpool,Yes,1 Year on Product and 10 Years on Compressor From Whirlpool,15140,18800,19 
https://www.flipkart.com/godrej-205-l-direct-cool-single-door-3-star-refrigerator-base-drawer/p/itm3bfdc303ba490?pid=RFRGYWEPFB2FX9KG&lid=LSTRFRGYWEPFB2FX9KGOSTGQR&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_957&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRGYWEPFB2FX9KG.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 205 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,N/A,N/A,N/A,N/A,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,17555,24390,28 
https://www.flipkart.com/kelvinator-190-l-direct-cool-single-door-2-star-refrigerator/p/itmd01f39aaa263c?pid=RFRGHFAWDAGVSMGG&lid=LSTRFRGHFAWDAGVSMGGY56YVN&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_958&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRGHFAWDAGVSMGG.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Kelvinator 190 L Direct Cool Single Door 2 Star Refrigerator,4.8,8,1,N/A,N/A,1 Year Warranty on Product,16818,19990,15 
https://www.flipkart.com/bosch-332-l-frost-free-double-door-top-mount-refrigerator/p/itm3147dcf082ec5?pid=RFRGHYFD5ZVREVP9&lid=LSTRFRGHYFD5ZVREVP9KFKEDD&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_959&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRGHYFD5ZVREVP9.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,BOSCH 332 L Frost Free Double Door Top Mount Refrigerator,5,3,0,N/A,N/A,1 Year on Product,39989,58190,31 
https://www.flipkart.com/lloyd-havells-200-l-direct-cool-single-door-3-star-refrigerator/p/itm4df5aa8160cca?pid=RFRG2MCWZVBZFGMD&lid=LSTRFRG2MCWZVBZFGMDYH4KRD&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_960&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRG2MCWZVBZFGMD.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Lloyd by Havells 200 L Direct Cool Single Door 3 Star Refrigerator,4.7,33,1,Inverter Compressor,Yes,1 Year Domestic Warranty on Product and Additional 9 Years on Compressor,16285,18490,11 
https://www.flipkart.com/lg-201-l-direct-cool-single-door-5-star-refrigerator-base-drawer-smart-inverter-compressor-digital-panel/p/itm4f731ba4a6efd?pid=RFRGHTKCGJK7DUZH&lid=LSTRFRGHTKCGJK7DUZHLIVM76&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_961&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRGHTKCGJK7DUZH.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,LG 201 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor ...,4.4,540,58,Smart Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,19490,26399,26 
https://www.flipkart.com/godrej-221-l-direct-cool-single-door-3-star-refrigerator/p/itm613a8629a0dc6?pid=RFRGG8DFVEK3VBST&lid=LSTRFRGG8DFVEK3VBSTR6ACCG&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_962&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRGG8DFVEK3VBST.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 221 L Direct Cool Single Door 3 Star Refrigerator,4.1,187,16,Intelligent Inverter Compressor,Yes,1 Year Comprehensive Warranty on Prodcut and 10 Years Warranty on Compressor,17790,24090,26 
https://www.flipkart.com/cruise-45-l-frost-free-single-door-2-star-refrigerator/p/itmb8fbccbc6c695?pid=RFRH2PCZ8YYTHBZY&lid=LSTRFRH2PCZ8YYTHBZYQ6QTZF&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_963&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRH2PCZ8YYTHBZY.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,CRUISE 45 L Frost Free Single Door 2 Star Refrigerator,N/A,N/A,N/A,Hermetic Compressor,N/A,N/A,9390,10900,13 
https://www.flipkart.com/bosch-658-l-frost-free-side-refrigerator/p/itmfe9e887fc46f8?pid=RFRFGCBHVTV5KZBH&lid=LSTRFRFGCBHVTV5KZBHNKACFP&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_964&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRFGCBHVTV5KZBH.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,BOSCH 658 L Frost Free Side by Side Refrigerator,3.7,3,1,1 Year on Product and 10 Years on Compressor from Bosch,N/A,1 Year on Product and 10 Years on Compressor from Bosch,75990,102390,25 
https://www.flipkart.com/haier-190-l-direct-cool-single-door-5-star-refrigerator-base-drawer/p/itm694e7c18d49d7?pid=RFRGQ3GTNQVWMHJW&lid=LSTRFRGQ3GTNQVWMHJWAMF5LF&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_965&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRGQ3GTNQVWMHJW.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Haier 190 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.5,11,1,N/A,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,18594,25490,27 
https://www.flipkart.com/samsung-530-l-frost-free-double-door-1-star-convertible-refrigerator/p/itm951c0ef1fc6c4?pid=RFRGTK7ZG3H2GDFJ&lid=LSTRFRGTK7ZG3H2GDFJ59U97F&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_966&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRGTK7ZG3H2GDFJ.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 530 L Frost Free Double Door 1 Star Convertible Refrigerator,N/A,N/A,N/A,Digital Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warrranty on Compressor,64950,94900,31 
https://www.flipkart.com/lg-635-l-frost-free-side-refrigerator-smart-inverter-compressor-ai-thinq-wi-fi-door-cooling-hygiene-fresh/p/itmeea2f4b552ec2?pid=RFRGQ2NFZEXDUGXF&lid=LSTRFRGQ2NFZEXDUGXF3VVLHS&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_40_967&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=7081a1bb-2fe4-433c-84aa-6cd3894c2354.RFRGQ2NFZEXDUGXF.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,"LG 635 L Frost Free Side by Side Refrigerator  with Smart Inverter Compressor, AI ThinQ (Wi-Fi), Door ...",N/A,N/A,N/A,Smart Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,101990,158699,35 
